case_name_final,year_final,court_final,judge_final,docket_number_final,recap_found,opinion_found,data_source_for_text,true_ai_defendants_final,plaintiff_type_lexis,case_theme,procedural_stage_final,outcome_detected_final,motion_outcome_specific_final,dominant_topic,topic_keywords,text_cluster,cluster_keywords,top_tfidf_keywords,nearest_case_name,nearest_case_similarity,fair_use_nlp_score,training_data_nlp_score,scraping_nlp_score,market_harm_nlp_score,memorization_output_nlp_score,dmca_cmi_nlp_score,training_data_conflict_index,fair_use_salience_index,output_risk_index,remedy_pressure_index,case_summary_final
Alter v. OpenAI Inc.,2023,United States Judicial Panel on Multidistrict Litigation,Sr. Sidney H. Stein,1:23-cv-10211,True,True,LexisNexis Text + RECAP Metadata,OpenAI,book_author_or_author_group,training_data_copyright,class_action; discovery; transfer_or_mdl,denied,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",llp; class; boies; flexner; schiller; schiller flexner; ca; openai; boies schiller; flexner llp; ny; md 03143,"In Re: OpenAI, Inc. Copyright Infringement Litigation",0.7825072687313033,10,1,0,2,4,0,0.11980676328502415,0.256578947368421,0.07737656595431097,0.0,"In re OpenAI, Inc., 2025 U.S. Dist. LEXIS 199128 Authors Guild v. Open AI, Inc., 345 F.R.D. 585 , 2024 U.S. Dist. LEXIS 59322 , 2024 WL 1376055 (Apr. 1, 2024) Ona T. Wang OPINION & ORDER RE: DEPOSITIONS OF FORMER NAMED CLASS PLAINTIFFS ONA T. WANG , United States Magistrate Judge : Pending now before the Court is OpenAI 's motion to compel five three-hour depositions of former named class plaintiffs Douglas Preston, Simon Winchester, Ta-Nehisi Coates, Sarah Silverman, and Junot Díaz (""Former Plaintiffs""). (ECF Nos. 393, 397). For the reasons set forth below, OpenAI 's motion is DENIED . I. BACKGROUND The Court assumes familiarity with the facts of this case. On July 30, 2025, OpenAI moved to compel Former Plaintiffs to each sit for a three-hour deposition. (ECF Nos. 393, 397). Class Plaintiffs filed an opposition on August 4, 2025. (ECF 429). The Court heard oral argument at the August 1"
"Beijing Meishe Network Technology Co., Ltd. v. TikTok Inc.",2023,"District Court, N.D. California",Susan Yvonne Illston,3:23-cv-06012,True,True,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,training_data_copyright,copyright_registration; motion_to_dismiss; summary_judgment; transfer_or_mdl,denied; dismissed; granted,unknown,3,"mr, dr, amazon, royalty, patent, zhao, expert",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",source code; code; source; tiktok; software; bytedance; defendants; mr; china; works; app; copyrighted,"In re: TikTok, Inc.",0.2810170263054087,0,1,0,0,10,68,0.008695652173913044,0.0,0.12822402358142962,0.0,"Beijing Meishe Network Tech. Co. v. TikTok Inc., 2024 U.S. Dist. LEXIS 130213 Beijing Meishe Network Tech. Co., Ltd. v. TikTok Inc., 2024 U.S. Dist. LEXIS 60652 (N.D. Cal., Apr. 2, 2024) SUSAN ILLSTON ORDER GRANTING IN PART AND DENYING IN PART DEFENDANTS' MOTION TO DISMISS PLAINTIFF'S FOURTH AMENDED COMPLAINT Re: Dkt. No. 436 Before the Court is defendants' motion to dismiss plaintiff's fourth amended complaint. Dkt. No. 436. Plaintiff opposes. Dkt. No. 443. The Court heard oral argument on this motion on July 12, 2024. For the reasons set forth below, the Court GRANTS defendants' motion as to the Lanham Act claim without leave to amend and DENIES defendants' motion as to the copyright infringement and trade dress misappropriation claims. BACKGROUND On April 23, 2024, this Court granted defendants' motion to dismiss plaintiff's third amended complaint (""TAC"") with leave to amend. Dkt. No"
Beom Su Lee v. Kim Yonja,2023,"District Court, C.D. California",Mark Christopher Scarsi,2:23-cv-10677,True,False,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,other_ai_copyright,discovery; summary_judgment,denied; dismissed_without_prejudice; granted; settled_or_stipulated,unknown,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",fees; america; award; joint; defendants; international; defs; mot; corp; msj; bad faith; defs mot,"Green Building Initiative, Inc. v. Green Globe International, Inc.",0.25995884625777743,0,0,0,0,0,0,0.0,0.5714285714285714,0.0,0.0,"Lee v. Yonja, 2026 U.S. Dist. LEXIS 79674 Lee v. Yonja, 2024 U.S. Dist. LEXIS 154404 , 2024 WL 3914473 (Apr. 15, 2024) Mark C. Scarsi Civil Minutes - General Proceedings: (In Chambers) Order Re: Motions For Attorney'S Fees (ECF Nos. 400, 402) The Court entered a judgment dismissing all claims with prejudice with respect to Defendants Seoul Broadcasting System International, Inc. ("" SBS International ""), and MBC Broadcasting Inc. ("" MEC America ""), and without prejudice with respect to all other Defendants. (J., ECF No. 393.) Defendant MBC America moves for an order awarding it $38,572.50 in attorney's fees. ( MBC America Mot., ECF No. 400-1.) Defendants Andong MBC Corp. , Daejeon MBC Corp., MBC Chungbuk Corp., MBC Gangwon-Youngdong, MBC Gyeongnam Corp. , and Yeosu MEC Corp. (together, ""the MBC Defendants""), and SBS Corp. and SBS International (together, ""the SBS Defendants,"" and together"
"Chabon v. OpenAI, Inc.",2023,"District Court, N.D. California",Araceli Martinez-Olguin,3:23-cv-04625,True,True,LexisNexis Text + RECAP Metadata,OpenAI,book_author_or_author_group,training_data_copyright,class_action; discovery,denied; granted,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",joseph saveri; saveri; accounts; francisco ca; ca; joseph; san francisco; francisco; llp san; san; saveri law; llp,"In Re: OpenAI, Inc. Copyright Infringement Litigation",0.49412279306235163,0,17,0,0,8,0,0.14782608695652175,0.02857142857142857,0.06779661016949153,0.0,"In re Openai Chatgpt Litig., 2024 U.S. Dist. LEXIS 88966 In re Openai Chatgpt Litig., 2024 U.S. Dist. LEXIS 36764 , 2024 WL 923556 (N.D. Cal., Mar. 1, 2024) ROBERT M. ILLMAN ORDER RE: DISCOVERY DISPUTE Re: Dkt. No. 136 Now pending before the court is a jointly-filed letter brief setting forth a dispute regarding Plaintiffs' Interrogatory (""ROG"") Nos. 12 and 14. ( see dkt. 136). The court concludes that pursuant to Civil Local R. 7-1(b) , these matters are suitable for disposition without oral argument. Plaintiffs, a group of authors who hold registered copyrights in their works, bring this putative class action against a group of defendants that they collectively refer to OpenAI . See First Amend. Consol. Compl. (""FAC"") (dkt. 120) at 2. ChatGPT is a software product created, maintained, and sold by OpenAI , and is powered by two AI software programs called GPT-3.5 and GPT-4, which are al"
"Danny L. Wood v. 3M Company, The",2023,"District Court, D. South Carolina",Richard Mark Gergel,2:23-cv-03472,True,False,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,ai_authorship_registration,discovery; preliminary_injunction; transfer_or_mdl,denied; dismissed; granted; transferred,unknown,2,"ravine, mark, trademark, open, open ai, uspto, ai",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",merchant; merchant defendants; store; defendants; accounts; counterfeit products; counterfeit; service; products; financial; goods; variety,Kelly v. Custer,0.18239560438732147,0,0,0,0,0,0,0.0,0.0,0.0,0.2951015531660693,"King Spider LLC v. 884886 CH Store, 2023 U.S. Dist. LEXIS 202132 Injunction granted at King Spider LLC v. 884886 CH Store, 2023 U.S. Dist. LEXIS 202139 (S.D.N.Y., Nov. 7, 2023) Dismissed by, in part King Spider LLC v. 884886 CH Store, 2024 U.S. Dist. LEXIS 113892 , 2024 WL 3184674 (S.D.N.Y., June 26, 2024) Dismissed by King Spider LLC v. 884886 CH Store, 2024 U.S. Dist. LEXIS 166907 , 2024 WL 4215745 (S.D.N.Y., Sept. 17, 2024) Motion denied by, Without prejudice King Spider LLC v. 884886 CH Store, 2024 U.S. Dist. LEXIS 228993 (S.D.N.Y., Dec. 17, 2024) JESSE M. FURMAN 1) TEMPORARY RESTRAINING ORDER; 2) ORDER RESTRAINING NEW MERCHANT DEFENDANTS' MERCHANT STOREFRONTS AND NEW MERCHANT DEFENDANTS' ASSETS WITH THE FINANCIAL INSTITUTIONS; 3) ORDER TO SHOW CAUSE WHY A PRELIMINARY INJUNCTION SHOULD NOT ISSUE; 4) ORDER AUTHORIZING BIFURCATED AND ALTERNATIVE SERVICE; AND 5) ORDER AUTHORIZING EXPEDI"
Defending Education v. Olentangy Local School Dist,2023,Court of Appeals for the Sixth Circuit,"Carol A. Greene , Judge.",23-3630,True,True,LexisNexis Text + RECAP Metadata,,visual_artist_or_image_owner,other_ai_copyright,discovery; summary_judgment,unknown,unknown,3,"mr, dr, amazon, royalty, patent, zhao, expert",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",objection; concurrently; index; sustained; 1400; 1401; hearsay; attached; discovery action; foundation; overruled; 800,Williamson v. Haywood County Justice Complex,0.11958314231551116,0,0,0,0,0,0,0.0,0.02857142857142857,0.0,0.0,"Nelson v. E. Mun. Water Dist., 2025 Cal. Super. LEXIS 18417 Carol A. Greene ORDER ON OBJECTIONS TO PLAINTIFF'S EVIDENCE ON DEFENDANT/CROSS-COMPLAINANT/CROSS-DEFENDANT COMMODITY TRUCKING ACQUISITION, LLC 'S MOTION FOR SUMMARY JUDGMENT TO ALL PARTIES AND THEIR ATTORNEYS OF RECORD: The Court having considered the Objections by Defendant/Cross-Complainant/Cross-Defendant, COMMODITY TRUCKING ACQUISITION, LLC , dba DISPATCH TRANSPORTATION , a California limited liability company ("" DISPATCH "" or ""Defendant"") to the evidence submitted in support of Plaintiff Monica Vanessa Munoz' Evidence submitted in opposition to Defendants' Motion of Summary Judgement/Adjudication of Issues, the Court makes the following Order: OBJECTIONS TO THE DECLARATION OF GREGORY SHARK OBJECTION NO. 1: Declaration of Gregory Sharr, ¶1, p2:7-8 and attached Ex. 1: ""1. Attached to the concurrently-filed Index of Exhibits a"
"Dialect, LLC v. Amazon.Com, Inc.",2023,"District Court, E.D. Virginia",David Novak,1:23-cv-00581,True,True,LexisNexis Text + RECAP Metadata,,legal_database_or_research_provider,other_ai_copyright,motion_to_dismiss; summary_judgment; transfer_or_mdl,dismissed; transferred,unknown,3,"mr, dr, amazon, royalty, patent, zhao, expert",4,"mr, flycatcher, amazon, royalty, feldman, dr, kelly",amazon; dr; johnson; patents; redacted; royalty; mr; expert; reasonable royalty; non infringing; ecf; infringing,"Netlist, Inc. v. Samsung Electronics Co, LTD",0.41055934425775964,0,0,0,2,0,0,0.1111111111111111,0.0,0.0,1.0,"Dialect, LLC v. Amazon.com Inc., 2024 U.S. Dist. LEXIS 160993 Dialect, LLC v. Amazon.com, Inc., 701 F. Supp. 3d 332 , 2023 U.S. Dist. LEXIS 201180 (E.D. Va., Nov. 8, 2023) David J. Novak UNDER SEAL MEMORANDUM ORDER (Denying Daubert Motions) This matter comes before the Court on the parties' Daubert motions: (1) Plaintiff Dialect, LLC 's Motion to Exclude the Testimony of Defendants' Expert Michael T. Johnson ("" Johnson Motion"") (ECF No. 287); (2) Dialect 's Motion to Exclude the Testimony of Defendants' Expert Jeffrey H. Kinrich ("" Kinrich Motion"") (ECF No. 299); and (3) Defendants Amazon.com, Inc. and Amazon Web Services, Inc. 's (together, "" Amazon "") Motion to Exclude the Testimony of Plaintiff's Expert Jim W. Bergman ("" Bergman Motion"") (ECF No. 302). These motions have been fully briefed, (ECF Nos. 289, 301, 311, 337, 341, 347, 370, 378, 384), rendering them ripe for resolution. For"
"In re: TikTok, Inc.",2023,Court of Appeals for the Fifth Circuit,"HON. GEORGE H. WU , United States District Judge.",23-50575,True,True,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,training_data_copyright,discovery,settled_or_stipulated,unknown,3,"mr, dr, amazon, royalty, patent, zhao, expert",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",receiving party; party; receiving; producing party; source code; producing; confidential; protected material; code; source; designating; shall,"Beijing Meishe Network Technology Co., Ltd. v. TikTok Inc.",0.2810170263054087,0,1,0,0,2,0,0.008695652173913044,0.11428571428571428,0.01694915254237288,0.0,"In re TikTok Inc., 2025 U.S. Dist. LEXIS 259888 In re TikTok, Inc., 776 F. Supp. 3d 1349 , 2025 U.S. Dist. LEXIS 66345 , 2025 WL 1037099 (Apr. 3, 2025) GEORGE H. WU STIPULATED PROTECTIVE ORDER 1. A. PURPOSES AND LIMITATIONS Discovery in this action is likely to involve production of confidential, proprietary or private information for which special protection from public disclosure and from use for any purpose other than prosecuting this litigation may be warranted. Accordingly, the parties hereby stipulate to and petition the Court to enter the following Stipulated Protective Order. The parties acknowledge that this Order does not confer blanket protections on all disclosures or responses to discovery and that the protection it affords from public disclosure and use extends only to the limited information or items that are entitled to confidential treatment under applicable legal princi"
Morgan v. Community Against Violence,2023,"District Court, D. New Mexico",William Paul Johnson,1:23-cv-00353,True,True,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,training_data_copyright,motion_to_dismiss,denied; dismissed_with_prejudice; granted,unknown,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",10th; 10th cir; vii; doc; ada; claims; prejudice; dismissed prejudice; title; complaint; cir; charge,"Pierce v. Photobucket, Inc.",0.25047420202163123,0,1,0,0,0,0,0.008695652173913044,0.05714285714285714,0.0,0.0,"Morgan v. Cmty. Against Violence, 2023 U.S. Dist. LEXIS 190181 Dismissed by, Judgment entered by Morgan v. Cmty. Against Violence, 2024 U.S. Dist. LEXIS 10360 , 2024 WL 218410 (D.N.M., Jan. 19, 2024) Motion denied by Morgan v. Cmty. Against Violence, 2024 U.S. Dist. LEXIS 26899 (D.N.M., Feb. 15, 2024) William P. Johnson MEMORANDUM OPINION AND ORDER GRANTING IN PART DEFENDANTS' MOTION TO DISMISS THIS MATTER comes before the Court upon Defendants' Motion to Dismiss and Supporting Memorandum, filed May 26, 2023 ( Doc. 20 ) (the ""Motion""). The Court finds that the Motion is well-taken and is therefore GRANTED IN PART . BACKGROUND On April 26, 2023, Plaintiff filed her Complaint ( Doc. 1 ) and named her former employer, Community Against Violence (""CAV""), and four individuals who served as employees at CAV during her tenure with the organization as Defendants. Plaintiff alleges violations of "
ODOM v. JOHNSON & JOHNSON,2023,"District Court, D. New Jersey",Michael Andre Shipp,3:23-cv-08292,True,True,LexisNexis Text + RECAP Metadata,OpenAI,book_author_or_author_group,training_data_copyright,discovery,granted_in_part_denied_in_part,unknown,1,"llp, ca, plaintiffs, francisco ca, san, san francisco, francisco",3,"llp, plaintiffs, ca, francisco ca, san francisco, francisco, san",privileged; log; advice; legal advice; messages; redacted; privilege; openai; client privilege; client; attorney client; house counsel,Alter v. OpenAI Inc.,0.5142453652120723,0,5,0,0,6,0,0.043478260869565216,0.0,0.05084745762711865,0.0,"In re OpenAI, Inc., 802 F. Supp. 3d 688 In re Openai, Inc., 2025 U.S. Dist. LEXIS 122480 (June 24, 2025) Ona T. Wang OPINION & ORDER RE: OPENAI 'S ASSERTION OF ATTORNEY-CLIENT PRIVILEGE (ECF NOS. 388, 412, 423, 424, 507, 508, 509) ONA T. WANG , United States Magistrate Judge : Pending now before the Court is the parties' dispute over 20 documents that OpenAI has (1) clawed back due to privilege and (2) withheld or redacted as privileged, and which Class Plaintiffs sought in camera review to challenge OpenAI 's assertion of attorney-client privilege. The Court has reviewed the in camera submissions and the parties' motion papers and, as explained below, finds that, with some exceptions, the exemplar documents are not privileged. Accordingly, Class Plaintiffs' motion to compel is GRANTED in part, DENIED in part . I. BACKGROUND The Court assumes familiarity with the facts of this case. On J"
ODOM v. JOHNSON & JOHNSON,2023,"District Court, D. New Jersey",Michael Andre Shipp,3:23-cv-08292,True,False,LexisNexis Text + RECAP Metadata,OpenAI,book_author_or_author_group,training_data_copyright,class_action; motion_to_dismiss; transfer_or_mdl,denied; granted,unknown,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",action complaint; class; works; class action; openai; complaint; outputs; rule 12; martin; plaintiffs; consolidated; 2d cir,"Meriland Keith Dillard v. CBS Studios, Inc.",0.3168641951471084,0,11,0,0,118,0,0.09565217391304348,0.0,2.0,0.0,"In re Openai, Inc. Copyright Infringement Litig., 2025 U.S. Dist. LEXIS 211544 Authors Guild v. Open AI, Inc., 345 F.R.D. 585 , 2024 U.S. Dist. LEXIS 59322 , 2024 WL 1376055 (Apr. 1, 2024) Sidney H. Stein OPINION & ORDER SIDNEY H. STEIN , U.S. District Judge. OpenAI has moved to dismiss class plaintiffs' claim of direct copyright infringement based on the outputs of ChatGPT in the Consolidated Class Action Complaint captioned David Baldacci et al. v. Open AI Inc. et al. , No. 25-md-3143. OpenAI's motion is denied because class plaintiffs' allegations satisfy the elements of a prima facie claim of infringement as to at least some outputs of ChatGPT. I. BACKGROUND This action is the result of the consolidation of multiple putative class actions against OpenAI and Microsoft Corporation . On April 3, 2025, these class actions and other related actions against OpenAI and Microsoft were centra"
"OpenAI, Inc. v. Open Artificial Intelligence, Inc.",2023,"District Court, N.D. California",Yvonne Gonzalez Rogers,4:23-cv-03918,True,True,LexisNexis Text + RECAP Metadata,OpenAI,visual_artist_or_image_owner,other_ai_copyright,appeal; preliminary_injunction,affirmed,unknown,2,"ravine, mark, trademark, open, open ai, uspto, ai",2,"mark, ravine, trademark, ai, decl, marks, fac",district court; mark; defendants; district; injunction; 9th; 9th cir; preliminary injunction; preliminary; secondary meaning; open; 59,"OpenAI, Inc. v. Open Artificial Intelligence, Inc.",0.4159678803380737,0,0,0,0,0,0,0.0,0.0,0.0,0.25806451612903225,"OpenAI, Inc. v. Open A.I., Inc., 2024 U.S. App. LEXIS 28740 AFFIRMED. Appeal from the United States District Court for the Northern District of California . D.C. No. 4:23-cv-03918-YGR. Yvonne Gonzalez Rogers , District Judge, Presiding. Openai, Inc. v. Open A.I., Inc., 719 F. Supp. 3d 1033 , 2024 U.S. Dist. LEXIS 56084 (N.D. Cal., Feb. 28, 2024) MEMORANDUM Defendants Open Artificial Intelligence, Inc. and Guy Ravine appeal from the district court 's order granting a preliminary injunction to Plaintiff OpenAI, Inc. in a trademark action under the Lanham Act . Defendants also appeal from the denial of their motion under Fed. R. Civ. P. 59(e) and 60(b) to amend or vacate that injunction. As the parties are familiar with the facts, we do not recount them here. We have jurisdiction under 28 U.S.C. § 1292(a)(1) , and we affirm. 1. The district court did not abuse its discretion in preliminaril"
"OpenAI, Inc. v. Open Artificial Intelligence, Inc.",2023,"District Court, N.D. California",Yvonne Gonzalez Rogers,4:23-cv-03918,True,True,LexisNexis Text + RECAP Metadata,OpenAI,visual_artist_or_image_owner,dmca_cmi,summary_judgment,affirmed; granted,unknown,2,"ravine, mark, trademark, open, open ai, uspto, ai",2,"mark, ravine, trademark, ai, decl, marks, fac",ravine; decl; openai; mark; open ai; open; uspto; perahia; secondary meaning; trademark; decl ex; ex,"OpenAI, Inc. v. Open Artificial Intelligence, Inc.",0.7159200084107167,0,0,0,0,0,2,0.0,0.05714285714285714,0.043478260869565216,0.037037037037037035,"OpenAI, Inc. v. Open A.I., Inc., 791 F. Supp. 3d 1106 Openai, Inc. v. Open A.I., Inc., 719 F. Supp. 3d 1033 , 2024 U.S. Dist. LEXIS 56084 (N.D. Cal., Feb. 28, 2024) YVONNE GONZALEZ ROGERS Order Granting Plaintiff's Motion for Summary Judgment; Denying Plaintiff's Motion to Strike; and Granting in Part Defendants' Motion to Strike Re: Dkt. Nos. 225, 290, 294 Pending before the Court is plaintiff and counterclaim-defendant OpenAI, Inc. 's ("" OpenAI "") motion for summary judgment on each of its claims and each of defendant Open Artificial Intelligence, Inc. ("" Open AI "") and Guy Ravine's (for clarity, collectively, ""Ravine's"") counterclaims. Each insists that they have a valid trademark interest in their identically named—but for a space—artificial intelligence (""AI"") companies. The parties also filed motions to strike in response to the other's briefing. Having carefully considered the par"
"OpenAI, Inc. v. Open Artificial Intelligence, Inc.",2023,"District Court, N.D. California",Yvonne Gonzalez Rogers,4:23-cv-03918,True,True,LexisNexis Text + RECAP Metadata,OpenAI,visual_artist_or_image_owner,ai_authorship_registration,preliminary_injunction; summary_judgment,affirmed; denied; granted,summary_judgment_granted,2,"ravine, mark, trademark, open, open ai, uspto, ai",2,"mark, ravine, trademark, ai, decl, marks, fac",ravine; mark; uspto; open ai; open; register; trademark; dkt; use; ai; defendants; supplemental register,"OpenAI, Inc. v. Open Artificial Intelligence, Inc.",0.7159200084107167,0,0,0,0,0,0,0.0,0.22857142857142856,0.0,0.3064516129032258,"Openai, Inc. v. Open A.I., Inc., 719 F. Supp. 3d 1033 Affirmed by OpenAI, Inc. v. Open A.I., Inc., 2024 U.S. App. LEXIS 28740 , 2024 WL 4763687 (Nov. 13, 2024) Summary judgment granted by, Motion granted by, in part, Motion denied by, Injunction granted at OpenAI, Inc. v. Open A.I., Inc., 2025 U.S. Dist. LEXIS 139189 (N.D. Cal., July 21, 2025) YVONNE GONZALEZ ROGERS Order Granting Plaintiff's Motion for a Preliminary Injunction Re: Dkt . No. 21, 58, and 59 Plaintiff OpenAI, Inc. , the founder of ChatGPT among other artificial intelligence tools and services, brings this trademark dispute against defendants Guy Ravine and his company Open Artificial Intelligence . The two parties use virtually identical trademarks—plaintiff's OpenAI (no space) versus defendants' Open AI (with a space). Each contests who is the senior user. Pending before the Court is plaintiff's Motion for a Preliminary I"
Pegnatori v. Pure Sports Technologies LLC,2023,"District Court, D. South Carolina",David C. Norton,2:23-cv-01424,True,False,LexisNexis Text + RECAP Metadata,,visual_artist_or_image_owner,other_ai_copyright,preliminary_injunction,unknown,unknown,3,"mr, dr, amazon, royalty, patent, zhao, expert",0,"speech, anthropic, claude, injunction, ab, publishers, pure sports",pure sports; pure; sports; patent; pegnatori; ecf; inner; tubular; decl; diameter; limitation; fed cir,Trinidad v. Anthropic PBC,0.14728724364835952,0,0,0,0,0,0,0.0,0.0,0.0,0.6015531660692952,"Pegnatori v. Pure Sports Techs. LLC, 2023 U.S. Dist. LEXIS 182804 DAVID C. NORTON ORDER The following matter is before the court on plaintiffs Carl Pegnatori (""Pegnatori"") and Monsta Athletics LLC 's ("" Monsta Athletics "") (together, ""plaintiffs"") motion for preliminary injunction, ECF No. 16. For the reasons set forth below, the court denies the motion. I. BACKGROUND This case arises from a patent dispute over softball bat technology. Pegnatori is the inventor of the floating core bat technology described and covered by U.S. Patent No. 9,005,056 (the "" '056 Patent"") . ECF No. 1, Compl. ¶ 7, see also ECF No. 1-1, U.S. Pat. No. 9,005,056 (filed July 30, 2013). Pegnatori is the President and primary partner of Monsta Athletics , which has the exclusive right to use the '056 Patent and marks bats which incorporate the '056 Patent with the 9,005,056 -patent number (the ""Patented Bats""). Comp"
"Playground AI LLC v. Mighty Computing, Inc.",2023,"District Court, N.D. California",Beth Labson Freeman,5:23-cv-05181,True,False,LexisNexis Text + RECAP Metadata,,visual_artist_or_image_owner,other_ai_copyright,motion_to_dismiss,denied; dismissed; granted,unknown,2,"ravine, mark, trademark, open, open ai, uspto, ai",2,"mark, ravine, trademark, ai, decl, marks, fac",fac; ai; personal liability; cybersquatting; allegations; personal; corporate; trademark; ai llc; liability; trademark infringement; officer,"Halcyon Horizons, Incorporated v. Delphi Behavioral Health Group, LLC",0.27417304450703983,0,0,0,0,0,0,0.0,0.0,0.043478260869565216,0.0,"Playground AI LLC v. Mighty Computing, Inc., 2024 U.S. Dist. LEXIS 45692 BETH LABSON FREEMAN ORDER VACATING MOTION HEARING; AND DENYING DEFENDANT DOSHI'S MOTION TO DISMISS FIRST AMENDED COMPLAINT [Re: ECF 20] This suit arises from a trademark dispute between two competitors in the artificial intelligence market, Playground AI LLC (""Playground AI"") and Mighty Computing, Inc. ("" Mighty ""). Both companies assert rights in the mark "" Playground AI "" and variations of that mark. Playground AI filed this suit against Mighty and its founder, Suhail Doshi (""Doshi""), asserting claims under two federal statutes, the Lanham Act and the Anti-Cybersquatting Consumer Protection Act. Mighty answered and filed counterclaims against Playground AI and its founder, Rick Latona (""Latona""), asserting a Lanham Act claim and related state law claims. All parties have answered except Doshi, who moves to dismiss"
Reed v. Beauty Bell Enterprises LLC,2023,"District Court, N.D. Illinois",Mary M Rowland,1:23-cv-09152,True,True,LexisNexis Text + RECAP Metadata,,book_author_or_author_group,training_data_copyright,discovery; motion_to_dismiss; summary_judgment,denied; dismissed,motion_to_dismiss_denied,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",bloomberg; books3; fair use; fair; complaint; llm ai; works; use; plaintiffs; copyrighted; amended complaint; amended,Robinson v. Revlon Consumer Products Corporation,0.22780809668999327,30,5,0,8,0,0,0.4879227053140096,0.6340225563909775,0.0,0.07407407407407407,"Huckabee v. Bloomberg L.P., 2025 U.S. Dist. LEXIS 231317 Later proceeding at Huckabee v. Bloomberg L.P., 2026 U.S. Dist. LEXIS 64544 (S.D.N.Y., Mar. 23, 2026) MARGARET M. GARNETT OPINION & ORDER MARGARET M. GARNETT , United States District Judge: INTRODUCTION This is one of many cases percolating through the federal courts concerning the intersection of artificial intelligence (""AI"") and copyright law. Plaintiffs are a proposed class that alleges that Defendants Bloomberg, L.P. and Bloomberg Finance, L.P. (together, "" Bloomberg "") are developing an AI program using Plaintiffs' copyrighted works, without their permission or compensation. Currently before the Court is Bloomberg 's motion to dismiss. For the reasons discussed below, the motion is DENIED in full. BACKGROUND I. RELEVANT FACTS Plaintiffs are a proposed class of individuals or corporations from across the United States with at "
Robinson v. Revlon Consumer Products Corporation,2023,"District Court, N.D. Illinois",Mary M Rowland,1:23-cv-11195,True,True,LexisNexis Text + RECAP Metadata,Microsoft,news_publisher,training_data_copyright,appeal; discovery; motion_to_dismiss,denied,unknown,0,"openai, complaint, plaintiffs, defendants, 3d, claim, works",1,"defendants, openai, complaint, plaintiffs, 3d, works, claim",daily news; daily; news; times; fac; openai; plaintiffs; complaints; gpt; defendants; microsoft; contributory copyright,Daniels v. City of Killeen,0.3204296715819558,0,29,8,0,50,42,0.7521739130434782,0.05714285714285714,0.4672070744288872,0.037037037037037035,"N.Y. Times Co. v. Microsoft Corp., 777 F. Supp. 3d 283 Authors Guild v. Open AI, Inc., 345 F.R.D. 585 , 2024 U.S. Dist. LEXIS 59322 , 2024 WL 1376055 (Apr. 1, 2024) Sidney H. Stein Table of Contents I. Background A. Plaintiffs B. Defendants C. Defendants' Products 1. The Training Stage 2. The ""Output"" Stage D. The Actions II. Legal Standard III. Direct Infringement Occurring More than Three Years Before the Filing of the Complaints. A. Applicable Standard B. Plaintiffs' Claims of Direct Infringement Occurring More than Three Years Before the Filing of the Complaints Are Not Time-Barred by the Statute of Limitations. IV. Contributory Copyright Infringement A. Applicable Standard B. Plaintiffs Have Plausibly Alleged Contributory Copyright Infringement. 1. Third Party Infringement 2. Knowledge of Third-Party Infringing Activity 3. Substantial Noninfringing Uses V. The DMCA Claims A. Article"
